id,nombre,correo,telefono,tipo_documento,numero_documento,estado
98366.0,Sofia Torres,,3105751625,CE,96615608,INACTIVO
94534.0,Carlos Gomez,,3104106761,CC,92573611,INACTIVO
21843.0,Juan Perez,anamartinez@gmail.com,3102058412,CE,,INACTIVO
68701.0,Juan Perez,,3013067700,TI,28097804,INACTIVO
66053.0,Maria Lopez,,3114219570,TI,77949486,INACTIVO
31977.0,Ana Martinez,juanperez@hotmail.com,3109557474,CC,69760777,desconocido
45484.0,Sofia Torres,marialopez@gmail.com,3027182986,CC,,SUSPENDIDO
32059.0,Carlos Gomez,carlosgomez@hotmail.com,abc123,CC,91546732,ACTIVO
,Maria Lopez,juanperez@hotmail.com,3009180602,TI,71112705,SUSPENDIDO
40599.0,Carlos Gomez,juanperez@yahoo.com,3029992306,CE,36411615,INACTIVO
49908.0,Carlos Gomez,juanperez@yahoo.com,abc123,CE,48404083,INACTIVO
64329.0,Luis Rojas,juanperez@gmail.com,3108757487,CC,,SUSPENDIDO
23571.0,Maria Lopez,carlosgomez@hotmail.com,abc123,TI,68939050,SUSPENDIDO
40763.0,Sofia Torres,sofiatorres@yahoo.com,abc123,TI,56314330,SUSPENDIDO
63694.0,Carlos Gomez,sofiatorres@hotmail.com,3108663840,TI,,SUSPENDIDO
14442.0,Maria Lopez,sofiatorres@gmail.com,3104973270,CE,53824821,desconocido
76332.0,Carlos Gomez,marialopez@yahoo.com,3105995955,CC,14998037,desconocido
66619.0,Maria Lopez,sofiatorres@hotmail.com,abc123,CE,67312384,ACTIVO
,Juan Perez,anamartinez@gmail.com,3022942231,TI,97540668,INACTIVO
25150.0,Ana Martinez,,3028904727,TI,99095594,SUSPENDIDO
97102.0,Juan Perez,marialopez@gmail.com,3108171990,TI,,ACTIVO
32552.0,Carlos Gomez,luisrojas@yahoo.com,3013357346,CE,37340254,SUSPENDIDO
10254.0,Juan Perez,,3024356166,CE,80717363,INACTIVO
61295.0,Ana Martinez,sofiatorres@yahoo.com,abc123,CE,33713487,ACTIVO
14850.0,Ana Martinez,sofiatorres@gmail.com,abc123,CE,33953964,ACTIVO
38737.0,Maria Lopez,juanperez@gmail.com,3103411751,TI,79159628,desconocido
,Sofia Torres,marialopez@hotmail.com,3013311770,TI,31462082,SUSPENDIDO
93543.0,Juan Perez,,3115051987,TI,91019717,ACTIVO
,Maria Lopez,juanperez@gmail.com,3101743346,TI,63293990,SUSPENDIDO
46978.0,Juan Perez,sofiatorres@gmail.com,abc123,TI,11915622,INACTIVO
,Carlos Gomez,carlosgomez@gmail.com,3016913707,TI,89862880,INACTIVO
25492.0,Sofia Torres,,3107989149,CC,51657381,ACTIVO
92349.0,Luis Rojas,,3106965357,CE,26755724,INACTIVO
25747.0,Sofia Torres,sofiatorres@gmail.com,3005412336,CE,,INACTIVO
17171.0,Luis Rojas,sofiatorres@yahoo.com,abc123,CE,51408166,SUSPENDIDO
76271.0,Juan Perez,sofiatorres@yahoo.com,abc123,CC,82163615,SUSPENDIDO
30649.0,Juan Perez,marialopez@yahoo.com,abc123,TI,26099730,ACTIVO
,Sofia Torres,marialopez@hotmail.com,3003197404,CC,22719553,INACTIVO
57787.0,Juan Perez,sofiatorres@yahoo.com,3007737751,TI,,SUSPENDIDO
8778.0,Ana Martinez,anamartinez@hotmail.com,abc123,CC,16418594,INACTIVO
67529.0,Maria Lopez,juanperez@hotmail.com,3029061125,CC,34823473,SUSPENDIDO
28947.0,Juan Perez,,3119071694,CC,86021393,SUSPENDIDO
94570.0,Luis Rojas,anamartinez@gmail.com,3006188586,CE,,ACTIVO
8977.0,Luis Rojas,marialopez@hotmail.com,3102565873,CE,88679979,ACTIVO
25466.0,Ana Martinez,marialopez@yahoo.com,3107563377,CE,,ACTIVO
21602.0,Juan Perez,,3017577137,TI,69742609,ACTIVO
,Sofia Torres,juanperez@gmail.com,3101321464,CE,34194433,INACTIVO
,Carlos Gomez,carlosgomez@hotmail.com,3014697768,CE,65050771,INACTIVO
7683.0,Luis Rojas,carlosgomez@yahoo.com,abc123,CC,96596238,ACTIVO
33442.0,Ana Martinez,juanperez@hotmail.com,3024476743,CE,,INACTIVO
,Maria Lopez,anamartinez@hotmail.com,3005795513,CC,12270456,SUSPENDIDO
70735.0,Juan Perez,luisrojas@yahoo.com,3022955193,TI,,ACTIVO
50661.0,Luis Rojas,anamartinez@gmail.com,3006494000,CC,,SUSPENDIDO
8972.0,Carlos Gomez,luisrojas@hotmail.com,3015240211,TI,,ACTIVO
31798.0,Carlos Gomez,marialopez@hotmail.com,3029856987,CC,90374247,SUSPENDIDO
,Juan Perez,luisrojas@hotmail.com,3112925790,CE,95518132,SUSPENDIDO
,Juan Perez,juanperez@yahoo.com,3111266474,CC,80775813,SUSPENDIDO
90189.0,Luis Rojas,carlosgomez@gmail.com,3114266672,TI,,INACTIVO
87160.0,Juan Perez,anamartinez@hotmail.com,3006857600,TI,43490219,desconocido
73889.0,Sofia Torres,juanperez@yahoo.com,3013332763,CC,53358177,ACTIVO
,Juan Perez,sofiatorres@hotmail.com,3103691307,CE,85199430,INACTIVO
,Maria Lopez,carlosgomez@gmail.com,3107374629,CE,91372066,INACTIVO
22342.0,Luis Rojas,sofiatorres@hotmail.com,abc123,TI,44645069,ACTIVO
6758.0,Maria Lopez,,3029983736,TI,23441114,SUSPENDIDO
,Ana Martinez,luisrojas@gmail.com,3007140625,CE,81172424,ACTIVO
64547.0,Juan Perez,,3021354006,TI,17445766,ACTIVO
44656.0,Juan Perez,carlosgomez@hotmail.com,3004215714,CC,,INACTIVO
85709.0,Ana Martinez,juanperez@yahoo.com,3012813394,CC,70642995,desconocido
82364.0,Maria Lopez,juanperez@hotmail.com,abc123,CE,68733223,INACTIVO
98307.0,Carlos Gomez,anamartinez@yahoo.com,3107506504,TI,,INACTIVO
70148.0,Maria Lopez,carlosgomez@hotmail.com,3116338921,TI,,ACTIVO
,Maria Lopez,luisrojas@hotmail.com,3027549138,TI,31729947,SUSPENDIDO
,Sofia Torres,carlosgomez@gmail.com,3104913062,CE,16730662,INACTIVO
33863.0,Carlos Gomez,,3115345328,TI,50911870,ACTIVO
46776.0,Sofia Torres,luisrojas@hotmail.com,3007196321,CE,96085153,SUSPENDIDO
60227.0,Luis Rojas,sofiatorres@yahoo.com,3023071198,CE,58250942,INACTIVO
7664.0,Juan Perez,juanperez@yahoo.com,abc123,TI,19358673,SUSPENDIDO
35113.0,Maria Lopez,sofiatorres@gmail.com,3012898076,TI,72552627,desconocido
95330.0,Sofia Torres,luisrojas@yahoo.com,3004530199,TI,,ACTIVO
43232.0,Maria Lopez,marialopez@gmail.com,abc123,CE,57022380,INACTIVO
5249.0,Juan Perez,carlosgomez@hotmail.com,3016286684,CE,46188971,desconocido
41027.0,Luis Rojas,anamartinez@yahoo.com,3104386869,TI,24948489,desconocido
78452.0,Luis Rojas,luisrojas@hotmail.com,3101750258,CC,,SUSPENDIDO
14655.0,Juan Perez,luisrojas@yahoo.com,abc123,TI,49520658,INACTIVO
67226.0,Juan Perez,,3012007213,TI,84501430,INACTIVO
25598.0,Maria Lopez,carlosgomez@yahoo.com,abc123,TI,60388998,ACTIVO
78903.0,Carlos Gomez,marialopez@hotmail.com,3005177474,CC,91787052,INACTIVO
,Juan Perez,carlosgomez@gmail.com,3021954519,CE,17214003,ACTIVO
71956.0,Ana Martinez,anamartinez@gmail.com,abc123,CC,29309605,ACTIVO
66083.0,Sofia Torres,,3029555012,CC,27306408,ACTIVO
,Juan Perez,sofiatorres@gmail.com,3109535887,CC,44839658,INACTIVO
74632.0,Juan Perez,luisrojas@hotmail.com,3005692489,TI,17470101,ACTIVO
,Luis Rojas,marialopez@gmail.com,3116783270,CE,23290342,INACTIVO
61596.0,Sofia Torres,carlosgomez@hotmail.com,3029743706,CC,,SUSPENDIDO
25919.0,Ana Martinez,marialopez@gmail.com,3005071551,TI,43087262,SUSPENDIDO
16545.0,Sofia Torres,,3028765271,TI,72784183,ACTIVO
,Maria Lopez,carlosgomez@hotmail.com,3114652101,CE,40693400,ACTIVO
88974.0,Juan Perez,anamartinez@hotmail.com,3014910510,CE,,ACTIVO
,Luis Rojas,juanperez@hotmail.com,3101880229,TI,51077387,ACTIVO
71793.0,Juan Perez,luisrojas@hotmail.com,3116626751,CE,56981134,INACTIVO
28275.0,Luis Rojas,,3003266260,CC,85375522,INACTIVO
83886.0,Juan Perez,,3114941535,CE,11096122,ACTIVO
7850.0,Sofia Torres,,3006288572,CC,16001392,INACTIVO
98714.0,Luis Rojas,juanperez@gmail.com,3117841010,CE,,INACTIVO
9931.0,Ana Martinez,carlosgomez@gmail.com,3115869627,CE,,INACTIVO
17510.0,Ana Martinez,luisrojas@hotmail.com,abc123,CC,71687565,ACTIVO
37060.0,Luis Rojas,marialopez@yahoo.com,abc123,TI,24517926,INACTIVO
16889.0,Ana Martinez,,3029191439,CE,43652079,ACTIVO
27697.0,Juan Perez,anamartinez@gmail.com,3029989716,TI,88426556,desconocido
94958.0,Juan Perez,juanperez@yahoo.com,3007501196,TI,46198114,desconocido
8077.0,Sofia Torres,,3117100131,CC,99557187,INACTIVO
81079.0,Juan Perez,carlosgomez@yahoo.com,3024397814,CE,,INACTIVO
8057.0,Maria Lopez,marialopez@hotmail.com,abc123,CE,28810227,ACTIVO
47316.0,Juan Perez,marialopez@yahoo.com,abc123,TI,84446360,SUSPENDIDO
55568.0,Ana Martinez,,3103622025,TI,19105576,INACTIVO
,Sofia Torres,marialopez@yahoo.com,3001109666,CC,81985776,INACTIVO
43727.0,Juan Perez,luisrojas@gmail.com,3019194079,TI,92156256,desconocido
21680.0,Maria Lopez,juanperez@gmail.com,3005560878,TI,97378590,desconocido
99559.0,Maria Lopez,luisrojas@yahoo.com,3016689431,CC,,INACTIVO
11753.0,Carlos Gomez,juanperez@yahoo.com,3025806612,TI,,ACTIVO
,Ana Martinez,anamartinez@hotmail.com,3102442955,CC,62676181,INACTIVO
,Carlos Gomez,carlosgomez@gmail.com,3003448546,CC,73659210,INACTIVO
53637.0,Luis Rojas,sofiatorres@yahoo.com,3111033262,CE,,SUSPENDIDO
30013.0,Carlos Gomez,carlosgomez@gmail.com,abc123,CC,92763048,INACTIVO
35162.0,Carlos Gomez,marialopez@yahoo.com,3115299923,CE,75882292,INACTIVO
32885.0,Luis Rojas,,3107875976,TI,98073058,SUSPENDIDO
70475.0,Maria Lopez,juanperez@yahoo.com,3002043143,CE,61293914,desconocido
98043.0,Sofia Torres,marialopez@yahoo.com,abc123,TI,33059829,SUSPENDIDO
90153.0,Juan Perez,,3118638079,TI,89372912,ACTIVO
19845.0,Luis Rojas,anamartinez@yahoo.com,abc123,CC,51354509,ACTIVO
8954.0,Sofia Torres,,3004276636,TI,90261367,INACTIVO
82901.0,Carlos Gomez,juanperez@gmail.com,abc123,CE,25568661,SUSPENDIDO
98309.0,Sofia Torres,luisrojas@gmail.com,3016181968,CC,86714799,desconocido
51411.0,Carlos Gomez,luisrojas@gmail.com,abc123,CE,60395938,ACTIVO
92843.0,Juan Perez,,3012869311,CC,99386171,INACTIVO
,Carlos Gomez,juanperez@yahoo.com,3106851987,TI,83452784,INACTIVO
40964.0,Carlos Gomez,,3103728989,CE,22436384,SUSPENDIDO
18311.0,Luis Rojas,,3118520318,TI,87104838,ACTIVO
77025.0,Ana Martinez,carlosgomez@hotmail.com,abc123,CE,71384102,INACTIVO
19017.0,Maria Lopez,,3029696147,TI,40917048,INACTIVO
20429.0,Juan Perez,,3005171427,CE,88289717,INACTIVO
88439.0,Sofia Torres,sofiatorres@gmail.com,3011396440,CE,67862598,SUSPENDIDO
,Sofia Torres,juanperez@gmail.com,3017627853,CC,80792294,INACTIVO
,Luis Rojas,sofiatorres@gmail.com,3022985479,CC,17630752,ACTIVO
65899.0,Sofia Torres,marialopez@hotmail.com,abc123,TI,60425808,INACTIVO
18507.0,Sofia Torres,marialopez@gmail.com,3027524269,TI,47330837,INACTIVO
6178.0,Maria Lopez,anamartinez@hotmail.com,abc123,CE,85199313,ACTIVO
74975.0,Maria Lopez,,3023361351,CE,37902089,ACTIVO
,Maria Lopez,juanperez@gmail.com,3117263152,TI,60703679,INACTIVO
27098.0,Carlos Gomez,marialopez@hotmail.com,3117042814,TI,61499590,desconocido
29345.0,Juan Perez,juanperez@yahoo.com,abc123,CC,82465805,INACTIVO
56300.0,Luis Rojas,carlosgomez@hotmail.com,abc123,CC,64720825,ACTIVO
35342.0,Carlos Gomez,juanperez@hotmail.com,3024703309,CC,59549781,INACTIVO
48391.0,Juan Perez,,3027537473,CC,16699351,ACTIVO
63735.0,Ana Martinez,luisrojas@hotmail.com,abc123,CC,83765388,SUSPENDIDO
,Ana Martinez,anamartinez@hotmail.com,3112802993,CC,40999837,INACTIVO
99609.0,Sofia Torres,juanperez@yahoo.com,3002464974,CC,,SUSPENDIDO
,Ana Martinez,anamartinez@hotmail.com,3003064669,CE,12092848,ACTIVO
